greenhouse_id,crop_type,variety,planting_date,harvest_date,days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,soil_pH,yield_kg_per_m2
4,Tomato,Beefsteak,23-05-23,16-08-23,85,24.4,23.1,25.5,61.9,706,40329,15.5,9.3,195,84,205,2.1,7,15.7
3,Cucumber,Slicing,29-04-23,27-06-23,59,21.8,20.2,24,76.5,953,33172,14.5,4,158,75,149,0.4,6.5,15.05
3,Tomato,Heirloom,19-07-23,14-10-23,87,24.4,23.4,26.6,74,1039,39554,15.5,8.3,168,54,204,0.7,6.5,13.72
1,Lettuce,Leaf,20-11-23,21-12-23,31,16.5,15.3,17.9,72.5,764,26452,10,3.7,107,49,88,1.8,7.3,10
4,Lettuce,Iceberg,07-05-23,14-06-23,38,18.3,16.2,20.6,64.1,713,37165,14.9,4.3,119,38,101,0.6,6.9,9.17
1,Lettuce,Iceberg,23-11-23,29-12-23,36,17.8,16.5,21,61.9,920,19050,10,6.4,124,51,112,1.4,6,8.77
2,Cucumber,Slicing,22-08-23,20-10-23,59,,,,,,,13.9,7.3,181,72,124,1.4,6.6,12.3
3,Lettuce,Romaine,14-06-23,22-07-23,38,17.5,14.1,19.2,61.4,602,46308,16,4.2,106,37,131,4.3,6.8,5.32
3,Tomato,Beefsteak,18-07-23,10-10-23,84,26.9,25.7,28.6,80.4,850,32060,15.6,6.8,,,,0.6,6.6,18.46
3,Tomato,Roma,29-12-23,11-03-24,73,29.5,27.1,32.3,77.6,1107,23270,10,8.4,188,78,240,2.7,6,8.66
1,Cucumber,Slicing,20-04-23,16-06-23,57,24.8,22.6,26.4,82.3,535,40281,14,10.5,187,98,123,1.6,6.3,9.69
5,Lettuce,Leaf,25-08-23,26-09-23,32,19.9,18.8,22.1,74.2,555,36262,13.7,4.6,98,30,85,0.3,7.3,8.29
1,Tomato,Roma,30-12-23,12-03-24,73,25.6,23.3,26.8,70.5,749,15082,10,3.7,172,95,245,0.6,7,18.36
2,Tomato,Roma,21-10-23,24-12-23,64,24.2,20.5,27.9,59.8,690,28366,10,6.8,239,94,170,0,6.3,18.15
1,Cucumber,Pickling,23-10-23,14-12-23,52,23.1,21.6,25.5,87.7,871,11952,10,7.5,133,57,158,2.1,6.5,11.14
2,Tomato,Beefsteak,18-03-23,20-05-23,63,22.4,21.3,23.9,64.1,972,28940,11.8,8.6,193,93,170,3.3,6.3,13.95
3,Cucumber,Slicing,10-10-23,09-12-23,60,25,23.5,26.7,73.1,688,23582,10.6,5.6,119,70,189,1.4,6.4,11.36
3,Tomato,Heirloom,13-03-23,23-05-23,71,26.6,25.3,27.9,83.4,993,29047,11.5,6.7,208,86,191,1.6,6,18.04
5,Tomato,Roma,16-01-23,29-03-23,72,24.3,22.6,26.2,62.4,681,18083,10,9,223,90,209,2.8,6.4,11.71
2,Tomato,Beefsteak,25-02-23,17-05-23,81,28.1,26.7,29.8,78.8,863,21060,10.4,6.7,156,77,183,1.1,5.8,16.78
5,Tomato,Heirloom,03-05-23,02-07-23,60,23.9,21.7,26.9,66.8,999,34974,14.7,6.4,219,76,154,3,6,17.37
5,Lettuce,Romaine,16-03-23,22-04-23,37,19.5,17.8,21.1,79.3,866,28151,11.7,5.7,86,58,113,2.7,7.3,10.46
2,Tomato,Heirloom,19-05-23,16-08-23,89,28.2,25.9,30.1,71.5,973,26679,15.4,11.4,174,117,209,0.7,5.9,11.14
2,Tomato,Beefsteak,12-07-23,23-09-23,73,25.8,24,27.2,65.1,985,49584,15.7,10.8,153,97,173,1.2,6.9,16.47
3,Cucumber,Slicing,09-05-23,09-07-23,61,,,,,,,15,5.9,133,78,199,1,6.6,12.07
2,Tomato,Roma,01-04-23,08-06-23,68,21.4,19.3,23.5,71.3,843,22580,12.8,4.6,214,52,154,5.3,6.4,16.19
5,Cucumber,Pickling,25-08-23,25-10-23,61,26.1,24.6,28.7,83.4,885,29333,13.7,9.4,165,71,183,1.9,6.8,9.69
2,Lettuce,Leaf,10-10-23,23-11-23,44,19.4,17.7,20.6,65.8,778,32678,10.6,7.8,88,65,146,3.2,6,5.63
3,Tomato,Beefsteak,02-11-23,28-01-24,87,26.2,22.4,29.1,73.9,751,26798,10,7.3,220,57,199,2.5,5.7,16.41
4,Cucumber,Slicing,08-02-23,13-04-23,64,24.7,23.5,26,81.9,715,25165,10,6.8,182,45,175,1.7,6.1,13.22
4,Cucumber,Slicing,26-04-23,27-06-23,62,22,20.5,24.5,80.4,813,30188,14.3,7.3,140,70,185,3.4,6.5,12.31
2,Lettuce,Leaf,25-08-23,09-10-23,45,20.8,18.9,22.1,68.3,979,30945,13.7,4.2,110,47,111,3.9,6.8,5.65
4,Tomato,Heirloom,23-05-23,05-08-23,74,25.9,24.3,28.1,74,642,33169,15.5,9.6,245,63,210,1.9,5.6,12.84
5,Tomato,Roma,09-09-23,12-11-23,64,26.7,25.6,27.8,65.6,1016,28109,12.7,9.3,,,,0.9,6.1,11.28
4,Lettuce,Leaf,25-04-23,04-06-23,40,,,,,,,14.3,4.1,101,44,130,0,6.4,6.61
5,Tomato,Beefsteak,17-08-23,26-10-23,70,25.2,21.9,26.2,90.8,842,34796,14.2,7.7,249,110,160,2.2,5.8,16.71
1,Cucumber,English,25-01-23,02-04-23,67,20.9,19,22.7,79,838,17214,10,3.7,102,41,162,0.8,7.5,8.31
2,Pepper,Bell,16-06-23,09-09-23,85,,,,,,,16,6.3,138,72,184,4,6,8.94
1,Tomato,Beefsteak,01-02-23,15-04-23,73,24.4,22.7,26,65.5,650,17429,10,6.3,223,95,195,0.9,6.1,19.56
3,Tomato,Cherry,16-05-23,26-07-23,71,24.5,22.5,26.3,77.2,678,32932,15.3,8.5,188,75,222,1.5,6.4,16.58
1,Tomato,Roma,28-10-23,08-01-24,72,24.4,21.4,27.5,79.7,793,22577,10,6.3,223,66,183,0,7,20.43
4,Cucumber,Slicing,25-11-23,27-01-24,63,26.4,22.8,30,94.9,836,26767,10,7.1,114,40,141,3.4,7.1,12.52
1,Cucumber,Slicing,07-04-23,15-06-23,69,22.2,19.4,23.4,67.9,859,27423,13.2,7.1,124,62,193,1.5,6.5,14.48
4,Lettuce,Leaf,06-02-23,09-03-23,31,17.8,16.3,19.3,67.5,747,25606,10,3.5,85,68,119,1.4,7.5,6.96
2,Cucumber,Pickling,10-03-23,04-05-23,55,26.8,25.4,28.4,75.2,774,25972,11.2,9.1,105,55,163,2.6,6.2,5.87
1,Cucumber,Pickling,14-06-23,11-08-23,58,22.7,21.4,23.7,92,628,43152,16,7,187,44,126,2.1,5.6,13.72
2,Cucumber,Slicing,30-11-23,28-01-24,59,23.4,21,24.7,74,616,17415,10,9.2,159,66,142,2.2,5.8,11.02
4,Tomato,Heirloom,24-12-23,29-02-24,67,26.3,24.4,28.5,70.9,924,25149,10,8,241,117,153,4.4,7,13.33
2,Tomato,Beefsteak,19-04-23,09-07-23,81,25.8,23.2,28.3,80.3,946,34131,13.9,8,215,55,222,2.2,6.8,19.98
5,Tomato,Cherry,27-03-23,22-06-23,87,23.8,20.7,26.1,88,658,33393,12.4,5,242,73,236,2.1,6.2,24.69
3,Tomato,Heirloom,25-05-23,13-08-23,80,24.9,21.6,27.1,81.7,712,32247,15.6,6.3,207,115,179,4.7,6,19.18
1,Cucumber,Pickling,14-12-23,13-02-24,61,23.8,22.2,25.3,79.3,1080,20285,10,8.9,111,54,172,1,6.3,9.79
5,Tomato,Cherry,08-03-23,08-05-23,61,25.1,23.7,28,69.5,982,24647,11.1,6.1,245,119,174,1.1,7.2,23.69
1,Tomato,Beefsteak,21-11-23,18-02-24,89,25,22.9,26.1,63.2,635,20271,10,4.9,,,,5.8,6.8,16.26
1,Tomato,Cherry,25-09-23,25-11-23,61,25.6,22.9,27.4,71.4,1181,22156,11.6,8.4,223,66,205,2.7,7.1,13.37
1,Tomato,Beefsteak,16-10-23,14-01-24,90,26.1,24,27.1,75,780,29593,10.2,6.1,230,68,172,1.5,6.4,21.37
1,Pepper,Jalapeno,26-11-23,05-02-24,71,25.8,24.1,28.6,67.8,811,21633,10,7.1,,,,3,6,9.69
2,Cucumber,Pickling,22-03-23,16-05-23,55,24.9,23.8,27.2,78,555,34090,12.1,5.7,,,,0.3,6.7,11.48
2,Pepper,Habanero,20-07-23,07-10-23,79,28.3,26,30.3,69.5,847,39548,15.5,8.9,131,54,130,0,6.9,8.45
4,Lettuce,Iceberg,31-05-23,04-07-23,34,18.2,14.9,20.7,70.5,865,51195,15.8,8.5,137,33,86,2,6.9,4.34
1,Tomato,Cherry,13-09-23,06-12-23,84,27.4,26,29.1,72.2,749,32753,12.4,8.4,160,94,172,2.9,6.1,11.09
4,Pepper,Bell,12-11-23,20-02-24,100,22.8,19.8,24.2,60.9,894,22874,10,8.2,148,57,186,1,6.4,4.73
2,Tomato,Beefsteak,19-05-23,16-08-23,89,24.3,22.3,27.4,80.7,862,30777,15.4,5.5,171,100,160,0,7.2,20.19
1,Tomato,Roma,29-07-23,17-10-23,80,27,25.5,28.9,85,597,39913,15.1,9.8,243,71,168,1.1,7,15.03
3,Cucumber,English,01-09-23,23-10-23,52,24.8,23.8,27.4,85.4,779,32652,13.3,6.9,161,90,134,0.4,6.8,11.65
1,Tomato,Beefsteak,27-04-23,15-07-23,79,27,24.1,28.3,78.3,1032,32978,14.4,7,170,92,203,4.1,6.7,18.71
5,Pepper,Bell,01-08-23,25-10-23,85,22.6,21.1,24,83.8,527,40187,15,5.3,188,85,159,0,6.8,12.1
2,Tomato,Heirloom,16-04-23,12-07-23,87,25.2,22.9,26.8,77.7,737,34457,13.7,8.9,188,91,167,2.3,6.3,13.77
1,Tomato,Cherry,17-10-23,10-01-24,85,23.4,20.7,25.5,70.6,818,26367,10.2,7.1,203,78,170,0.4,6.4,17.31
5,Pepper,Jalapeno,30-06-23,26-09-23,88,25.4,24.5,28.5,76.3,596,36147,15.8,6.6,180,63,145,2.3,6.6,10.51
3,Tomato,Cherry,13-11-23,18-01-24,66,23.9,21.2,25.7,64.8,794,18196,10,7.6,237,110,250,3.3,6,15.27
1,Lettuce,Leaf,03-04-23,19-05-23,46,19.4,17,20.6,85.3,981,34497,12.9,6.9,85,65,123,2.3,6.9,6.24
3,Lettuce,Romaine,26-04-23,02-06-23,37,19.3,17.9,22.5,53.1,895,34990,14.3,6,83,54,133,5.4,7.2,8.51
5,Tomato,Heirloom,30-04-23,29-06-23,60,25,23.7,26.7,67.2,848,43987,14.5,11,170,62,242,2.2,,13.06
4,Cucumber,Pickling,15-06-23,17-08-23,63,22.1,19.3,24.7,80.7,776,29414,16,7.6,101,86,179,2.3,6.6,12.25
2,Lettuce,Leaf,17-05-23,28-06-23,42,21.1,19.3,23,74.3,775,39311,15.3,5.5,109,31,102,0.6,7.2,8.56
3,Cucumber,Pickling,05-06-23,26-07-23,51,21.5,20.4,22.8,79.1,738,42535,15.9,1.9,126,42,189,0.9,6.4,12.88
2,Tomato,Heirloom,17-02-23,03-05-23,75,28.1,25.6,30.1,77.9,835,32935,10,5.7,240,94,192,0,5.6,24.71
4,Lettuce,Romaine,20-07-23,03-09-23,45,19.7,18,20.8,77.9,887,51623,15.5,5.5,119,31,144,0.9,6.9,13.92
2,Tomato,Heirloom,15-07-23,28-09-23,75,26.1,23.6,28.1,75.2,942,41039,15.6,9.2,241,63,185,0.8,6.6,18.04
1,Cucumber,English,13-06-23,09-08-23,57,23.8,22.1,25.4,83.8,793,42854,16,5.5,111,64,138,3.2,6.1,14.28
3,Cucumber,Slicing,26-05-23,04-08-23,70,26.9,25.1,30.1,84.8,793,36071,15.6,8.6,180,54,193,4,5.8,11.75
3,Lettuce,Romaine,17-05-23,26-06-23,40,17.7,16.2,19.6,77.2,676,40512,15.3,5.4,140,39,140,5.5,7,8.46
5,Cucumber,English,29-12-23,08-03-24,70,23.4,21.7,25.4,82.6,780,16207,10,4.9,,,,0.4,6.5,10.21
3,Tomato,Roma,22-02-23,27-04-23,64,23.3,21.2,26.9,70,498,18503,10.2,6.2,196,104,224,0,7.4,23.39
2,Tomato,Cherry,24-02-23,09-05-23,74,23.7,22.2,24.7,67.5,938,22532,10.3,8.1,218,74,180,4.5,6.8,13.35
2,Lettuce,Iceberg,20-06-23,23-07-23,33,,,,,,,16,6.3,,,,1.6,6.9,4.16
2,Tomato,Beefsteak,12-07-23,23-09-23,74,26,23.9,26.9,63.9,978,50479,15.5,10.8,153,95,171,1,7.1,16.47
1,Tomato,Roma,01-05-23,13-07-23,73,23.7,21.1,25.5,85.2,647,32747,14.5,8.8,193,86,185,4.2,6.6,13.46
3,Tomato,Heirloom,27-12-23,23-03-24,87,24.4,22.6,26.8,74.1,859,24218,10,8.7,154,78,243,0.4,6.6,12.34
1,Lettuce,Leaf,11-03-23,16-04-23,36,16.7,14.4,18.3,59.3,978,23660,11.3,5.8,,,,2.4,6.6,7.81
4,Tomato,Heirloom,13-11-23,04-02-24,83,26.2,23.7,28.6,75.7,945,16502,10,10.9,197,97,235,0.8,,8.51
4,Tomato,Heirloom,31-05-23,18-08-23,78,26.8,25.1,29.9,84.8,1133,48203,15.9,8.7,227,108,171,3.3,6.9,15.77
3,Lettuce,Iceberg,10-06-23,23-07-23,43,16.9,15.8,18.4,73.7,536,38245,15.9,3.2,136,69,90,0,6.2,9.93
5,Pepper,Jalapeno,02-10-23,21-12-23,80,29.7,27,31.5,62.7,784,31370,11.1,8.5,152,86,182,0.5,6,9.65
2,Lettuce,Butterhead,24-05-23,03-07-23,40,18,16.1,19.9,74.3,643,33307,15.6,5.9,144,54,132,1.1,6.3,6.23
5,Lettuce,Butterhead,25-11-23,05-01-24,41,19.6,18.2,21.8,74.3,980,22686,10,8,148,47,112,3.1,5.9,6.23
2,Tomato,Heirloom,08-03-23,30-05-23,83,22.8,20.7,25.7,80,746,26822,11.1,4.6,154,81,185,1.1,7.3,18.94
4,Cucumber,Pickling,17-12-23,15-02-24,60,21.9,20.8,25.6,78.5,790,20262,10,7,120,79,157,3.3,6.5,9
3,Tomato,Roma,01-10-23,20-12-23,80,27.7,26.6,29.9,87,803,36763,11.2,8.2,249,103,229,2,6.4,18.66
1,Cucumber,Slicing,18-09-23,13-11-23,56,27.5,25.6,29.4,72.2,720,33161,12.1,7.9,177,84,177,4.9,6.1,11.08
1,Tomato,Heirloom,06-01-23,20-03-23,73,25.1,22.5,27.5,82.3,695,25363,10,8.3,,,,0.3,6.7,15.26
5,Lettuce,Butterhead,14-10-23,19-11-23,36,16.7,14.7,18.5,68.9,619,38561,10.4,4.7,115,37,134,0.7,7,12.74
4,Pepper,Habanero,02-11-23,28-01-24,87,27.1,25.5,29.2,79.7,800,19823,10,6.3,,,,2,6.9,10.91
4,Tomato,Cherry,09-12-23,01-03-24,83,21.8,20.1,25.1,66,818,15067,10,6.8,211,63,226,3.9,7.1,14.32
1,Tomato,Heirloom,23-11-23,26-01-24,64,24.7,22.7,25.9,68.9,906,20765,10,7.1,173,85,212,1.3,5.9,14.55
5,Tomato,Beefsteak,30-05-23,15-08-23,77,,,,,,,15.7,7.5,201,67,173,0.2,6.8,18.52
4,Tomato,Beefsteak,24-10-23,26-12-23,63,28.1,26.9,29.6,76.6,602,16917,10,9.5,184,97,248,4.2,5.6,13.05
3,Tomato,Beefsteak,09-04-23,02-07-23,84,21.1,19.4,22.9,68.7,793,34604,13.3,4.9,158,82,232,0,7,21.7
4,Lettuce,Romaine,31-12-23,09-02-24,40,15,13.5,16.4,66.5,886,16744,10,6.3,103,43,145,2.3,5.7,6.15
5,Tomato,Heirloom,29-09-23,12-12-23,74,23.9,22.7,26,84.2,748,17119,11.3,8.4,199,68,168,0,7.2,14.91
4,Tomato,Heirloom,23-04-23,06-07-23,74,25.8,24.2,27.6,77.1,655,35182,14.2,8.4,,,,1.4,5.5,17.86
5,Tomato,Beefsteak,19-10-23,13-01-24,86,24.7,22.8,26.6,83.1,946,21674,10.1,5.7,173,94,198,0.8,6.4,19.02
1,Tomato,Cherry,14-12-23,02-03-24,79,24.3,22.3,26.9,83.4,963,22756,10,8.4,243,100,178,0,6,15.87
4,Tomato,Heirloom,01-06-23,25-08-23,85,25.4,23.4,26.7,70.9,674,41234,15.8,10.2,187,83,157,2.3,6.9,13.97
4,Cucumber,English,17-11-23,18-01-24,62,25.3,23.1,27.2,74.5,715,19445,10,6.2,182,69,147,2.5,,13.37
1,Lettuce,Leaf,06-08-23,16-09-23,41,18.2,16.3,19.9,72.4,651,38234,14.8,5.9,88,47,110,2,6.6,3.65
4,Pepper,Habanero,22-10-23,31-12-23,70,,,,,,,10,5.8,175,42,191,1.2,6.9,8.96
4,Cucumber,English,26-05-23,26-07-23,61,22,20.9,24.1,83.2,423,37228,15.6,3.5,146,59,141,5.1,6.3,12.31
4,Tomato,Beefsteak,29-08-23,01-11-23,63,22.3,20.7,23.3,71.8,663,29154,13.5,5.3,234,86,210,3.2,6.5,20.92
5,Lettuce,Butterhead,17-08-23,02-10-23,46,19.3,17.4,20.5,65.2,849,36309,14.2,5.6,146,52,102,1.8,7,7.06
4,Pepper,Habanero,28-09-23,30-12-23,94,27.8,26.1,28.7,63.3,620,28610,11.5,10.1,149,41,141,1.1,6,10.23
1,Cucumber,Pickling,07-06-23,07-08-23,61,24.8,21.6,27.3,78.8,842,31667,15.9,8,119,53,194,2.7,6.9,11.21
3,Cucumber,Pickling,03-05-23,07-07-23,65,22.3,19.6,23.6,79.1,799,31858,14.7,5.1,176,90,131,2.9,6.7,14.44
1,Tomato,Beefsteak,25-04-23,25-06-23,61,26.6,25.2,27.7,71.8,893,32468,14.3,8.1,232,109,179,0.9,5.5,19.54
2,Cucumber,Pickling,27-12-23,04-03-24,68,24.6,22.2,26.8,89.2,840,14113,10,8.5,146,44,132,0,5.8,12.49
1,Lettuce,Leaf,15-10-23,24-11-23,40,17.3,14.1,19.5,76.7,941,29448,10.3,6.1,147,44,148,1.3,7.5,6.98
3,Tomato,Cherry,11-01-23,03-04-23,82,25.8,22.8,27.5,77.5,1119,20221,10,8.9,156,63,239,2.9,,11.45
4,Tomato,Roma,05-04-23,29-06-23,85,,,,,,,13,5.3,214,88,209,1.3,7.3,24.7
1,Cucumber,English,01-09-23,01-11-23,61,22.2,21.1,23.9,74.4,836,38292,13.3,5.6,134,71,193,0.2,7,14.22
5,Cucumber,Slicing,21-01-23,01-04-23,70,23.4,21.3,24.9,80,571,26192,10,9.5,184,53,125,0.1,6,10.05
3,Cucumber,Slicing,12-02-23,14-04-23,61,25.6,24,26.7,75.1,634,30120,10,4,,,,0.1,6.4,12.87
3,Cucumber,Slicing,02-07-23,24-08-23,53,22,20.6,25.4,73.7,909,35030,15.9,4.2,117,91,168,2.5,6.5,9.38
4,Lettuce,Iceberg,05-05-23,10-06-23,36,16.9,15.7,18.1,65.5,841,43685,14.8,5.5,,,,,6.4,6.54
5,Lettuce,Iceberg,22-10-23,30-11-23,39,18.7,17.2,21.4,62.3,548,28313,10,5.1,90,66,89,3.1,6.4,4.87
2,Lettuce,Romaine,25-11-23,11-01-24,47,16.7,15.6,18.2,63.2,609,15243,10,3,142,67,100,1.5,6.5,8.43
4,Tomato,Cherry,20-03-23,20-05-23,61,21.8,19.1,24.1,79.3,673,37340,11.9,2.7,245,119,182,0.1,6.7,17.38
1,Cucumber,Slicing,09-06-23,07-08-23,59,,,,,,,15.9,5.2,101,57,199,0.1,6.5,12.42
5,Cucumber,Slicing,20-10-23,22-12-23,63,,,,,,,10,7.3,121,69,140,0.7,7.1,10.3
5,Tomato,Roma,24-12-23,18-03-24,85,24.2,22.7,26.8,65.9,829,25477,10,8.2,222,59,218,0,,16.11
5,Pepper,Bell,24-02-23,21-05-23,86,27.3,24.7,28.7,54.5,895,18361,10.3,7.9,185,57,165,1.3,5.9,7.75
4,Pepper,Jalapeno,22-06-23,02-09-23,72,29.2,27.9,30.2,72.8,968,43506,16,11,129,63,164,2.4,6,6.83
2,Cucumber,Slicing,15-01-23,25-03-23,69,22.5,21.4,24.7,87,853,18616,10,4.8,124,96,170,2.1,5.7,11.17
3,Tomato,Cherry,20-02-23,11-05-23,80,24,20.7,27.3,80.1,710,26675,10.1,6,187,72,216,0,6.8,19.71
3,Tomato,Roma,13-07-23,02-10-23,81,20.8,19.5,22.2,76,778,40957,15.7,4.2,153,61,222,,6.9,16.48
1,Lettuce,Romaine,05-10-23,18-11-23,44,13.9,12.1,16.7,77.2,932,27771,10.9,6.6,85,40,124,5.4,6.5,6.99
3,Pepper,Jalapeno,24-09-23,25-12-23,92,29,27.2,30.4,65.6,855,25167,11.8,5.3,130,48,198,3.6,6.6,8.37
4,Pepper,Habanero,05-02-23,15-05-23,99,25.1,22.7,27.8,80.5,1034,28654,10,8.1,,,,0.7,6.6,8.14
4,Lettuce,Romaine,23-11-23,25-12-23,32,20.6,19.2,22.2,64.1,907,18897,10,6.7,94,60,100,0.4,6.8,4.33
1,Lettuce,Butterhead,09-10-23,11-11-23,33,14.3,11.2,15.4,65.3,763,36127,10.7,5.4,,,,0.7,5.8,10.39
3,Cucumber,Slicing,23-04-23,21-06-23,59,24.8,22.8,26.3,93.5,774,24254,14.2,6.8,179,58,145,0.6,6.1,15.85
3,Tomato,Beefsteak,14-08-23,25-10-23,72,28,24.7,29.1,79.7,878,36810,14.4,8.9,245,88,186,0.7,6.5,17.9
2,Lettuce,Butterhead,19-11-23,22-12-23,33,19.5,17.7,21.1,59.2,816,26979,10,5.4,120,65,104,3.4,5.9,7.59
1,Tomato,Beefsteak,14-02-23,26-04-23,71,24.9,23.4,27.5,81.3,970,24854,10,4.9,175,109,220,1.4,6.8,21.05
4,Lettuce,Romaine,18-03-23,22-04-23,35,18.1,14.6,21.1,75,961,33017,11.8,7.5,97,46,145,0.6,6.8,5.62
3,Lettuce,Romaine,10-04-23,20-05-23,40,14.7,13.6,16.1,65.3,855,33878,13.4,5.2,143,34,149,1.7,6.4,8.3
5,Cucumber,Pickling,14-07-23,19-09-23,67,21.8,20.4,23.6,69.6,532,33081,15.7,8.8,,,,0.6,6.1,11.33
3,Tomato,Heirloom,02-06-23,14-08-23,73,24.5,23.5,25.5,83.1,911,41909,15.8,9.2,240,62,218,1.8,6.4,14.7
5,Tomato,Beefsteak,05-05-23,04-07-23,60,24.5,22.1,26.6,73.7,1007,42195,14.8,7.1,153,84,234,1.3,6.7,19.99
1,Tomato,Heirloom,12-10-23,28-12-23,77,23.6,21.1,25.4,80.6,647,26172,10.5,5.4,239,70,159,5.4,7,19.93
2,Tomato,Heirloom,03-08-23,17-10-23,75,26.3,25.1,28.1,78.3,738,32441,14.9,9.4,210,80,234,4.1,7,11.33
2,Pepper,Bell,05-07-23,09-10-23,96,27,25.9,29.1,69,735,35764,15.9,7.1,138,68,136,0.1,6.4,8.23
5,Lettuce,Iceberg,12-10-23,26-11-23,45,16.6,15.6,17.7,62.2,657,22702,10.5,3.7,146,46,93,4.5,7,8.22
4,Tomato,Beefsteak,17-03-23,04-06-23,79,21.2,20.1,22.6,82.8,672,29603,11.7,4.3,226,99,217,3.7,6.6,20.47
4,Cucumber,Slicing,07-03-23,04-05-23,58,21.9,20.9,25.6,84.8,981,29133,11,4.1,104,44,122,1.7,5.7,14.22
4,Pepper,Bell,30-01-23,11-04-23,71,,,,,,,10,11.1,127,55,161,3.4,6.2,5.82
4,Cucumber,Pickling,28-06-23,18-08-23,51,25.6,24.2,26.9,85.6,782,40316,16,4.9,174,44,124,1.6,5.5,19.38
3,Tomato,Beefsteak,14-09-23,03-12-23,80,20.5,17.7,22.8,77,901,30478,12.4,5,247,74,177,0.8,6.2,22.26
5,Tomato,Heirloom,05-11-23,31-01-24,87,23.1,21.7,24.4,72.4,1010,24640,10,8.1,185,115,155,0.8,7.4,11.91
1,Tomato,Roma,23-03-23,20-06-23,89,25.6,23.5,26.8,74.6,988,22696,12.1,7.9,245,52,186,2.5,6,10.93
4,Lettuce,Romaine,05-11-23,07-12-23,32,20.9,18.5,22.7,70.4,646,23646,10,8.6,143,66,135,0,6.5,6.46
3,Cucumber,English,15-07-23,22-09-23,69,23.7,20.9,26.7,68.5,717,38305,15.6,5.3,195,80,125,2,6.4,13.16
3,Tomato,Roma,31-12-23,17-03-24,77,24.4,21,27.9,63.2,760,25012,10,6.9,167,65,177,1.2,5.4,15.37
4,Cucumber,Slicing,02-10-23,07-12-23,66,21.6,18.9,24,79.1,1098,37529,11.1,8.3,120,74,121,4.5,6.5,10.06
1,Tomato,Beefsteak,17-12-23,21-02-24,66,25.9,23.8,28.2,83.5,865,21683,10,11.4,168,89,248,1.5,6.4,13.29
3,Tomato,Beefsteak,01-12-23,14-02-24,75,24.4,23,25.6,81.6,1088,27713,10,7.7,222,76,200,2.2,6.6,13.72
3,Cucumber,Slicing,07-11-23,16-01-24,70,,,,,,,10,8.8,173,47,136,0,7.8,7.99
2,Lettuce,Romaine,27-03-23,30-04-23,34,16.7,15.1,18.2,62.8,491,30228,12.4,6.4,92,52,149,1.2,6.1,10.32
5,Pepper,Bell,17-05-23,14-08-23,89,25,23.1,26.5,66.2,993,41659,15.3,4.7,150,78,177,1.6,6.1,11.1
2,Cucumber,Pickling,19-12-23,17-02-24,60,23.7,21.6,24.7,83.2,954,23129,10,5.4,100,48,155,3,5.9,14.16
5,Tomato,Heirloom,02-03-23,14-05-23,73,25.4,23.5,26.8,75.4,843,24421,10.7,8.6,167,71,183,2.3,6.6,12.51
3,Cucumber,Slicing,11-05-23,10-07-23,60,23.2,21.9,26.8,86.8,566,38807,15.1,4,173,90,199,2.3,6.3,16.73
4,Lettuce,Butterhead,10-08-23,24-09-23,45,16,14.8,19.5,63,980,34314,14.6,3.9,129,60,133,0,6.5,5.46
3,Cucumber,English,27-02-23,27-04-23,59,22.3,21.1,24.7,77,891,25446,10.5,6.1,174,87,197,2.2,6.6,13.36
5,Tomato,Beefsteak,07-03-23,04-06-23,89,24.7,23.4,25.8,78.2,671,30648,11,8.2,226,105,214,3.9,6.8,15.36
1,Tomato,Heirloom,02-03-23,01-05-23,60,25.1,23.9,26.8,67.3,1051,18865,10.7,9.6,,,,1.1,7,13.89
1,Cucumber,English,25-12-23,04-03-24,70,25.8,23.6,28.8,93,957,18110,10,10.7,167,50,127,4,6,7.81
2,Cucumber,English,13-08-23,21-10-23,69,22.8,19.7,25.5,86.3,827,33799,14.4,7,156,65,199,4.6,7.3,13.58
3,Lettuce,Romaine,16-03-23,16-04-23,31,16.4,15.1,18.8,93.8,618,33615,11.7,2.5,89,49,127,0,6.6,4.92
1,Tomato,Roma,18-02-23,16-05-23,87,26.9,25.6,28,59.7,678,27173,10,9.1,157,84,191,0.5,6.1,10.32
3,Lettuce,Butterhead,11-01-23,14-02-23,34,14.5,13.1,16.3,72.9,769,16555,10,2.8,124,65,137,4.3,6.1,6.33
3,Tomato,Beefsteak,04-05-23,18-07-23,75,24.9,23.5,27.5,60.8,407,47006,14.7,5.8,165,84,155,4,6,23.75
5,Tomato,Heirloom,11-04-23,24-06-23,74,22.6,20.8,24.9,78.4,1021,34082,13.4,5.9,160,50,183,0,7.1,21.09
1,Tomato,Cherry,14-09-23,05-12-23,82,24,22.7,25.2,85.8,697,31767,12.4,7.1,,,,4.4,6.2,16.42
2,Tomato,Heirloom,02-10-23,25-12-23,84,25.6,24.5,27.1,77.6,703,27909,11.1,6.6,214,81,159,3.6,6.1,17.75
2,Cucumber,Pickling,27-06-23,18-08-23,52,25.8,23.8,28.1,69.9,1088,44954,16,9.3,106,80,130,1.4,6.6,7.06
5,Tomato,Roma,02-06-23,09-08-23,68,25.6,23.4,27.4,63.9,778,36700,15.8,7.2,212,101,245,5.3,6,14.45
